,review_comment_message,review_score
38523,"entrega bem antes do prazo estipulado, parabéns pela qualidade e serviços prestados.",5
38524,"O produto foi entregue antes do prazo, porém não site não fala sobre a qualidade do produto que é bem baixa... ",1
38526,"O produto não é de boa qualidade.
Estou arrependida em ter adquirido toalhas tão ruins. Estou acostumada com buddemeyer.
Nao recomendo as toalhas citadas.",1
38527,"hoje 31/03/18 ainda não recebi minha mercadoria que estava prevista a entrega até o dia 28/03/18. Estou muito triste com esta situação, mas estou aguardando solução.",1
38528,Não recebi a mercadoria toda por tanto não posso avaliar nem indicar,1
38529,Entregue antes do prazo,5
38530,"Produto chegou rápido, mas me parece que estava mal guardado por está com manchas e sujo. (me parece que estava no estoque faz tempo).",2
38531,Foi entregue o deepcool n17 laranja e não o deepcool n1 laranja,1
38533,Recomendo o site. Entrega rápida,4
38534,"meu produto não chegou em minha casa, me enviaram um email dizendo que havia ocorrido uma ocorrência ,mas, não me comunicaram qual e o que fazer.
",1
38537,"O produto chegou antes do prazo mas recebi um produto diferente do que mostrados na descrição e nas imagens. Uma das lampadas esta com problema

Fizemos uma notificação e estamos aguardando o retorn",3
38538,ótima loja o pedido chegou em perfeitas condições e dentro do prazo combinado,5
38539,Produto de boa qualidade e entregue bem antes do término do prazo pré-estabelecido.,5
38540,produto chego antes do prazo de entrega! estou muito satisfeito com o atendimento da lannister.com. ,5
38541,"A embalagem do perfume é original, mas a essência não. Uso o Vezzo a mais de 10 anos. O produto que recebi é pirata. Vou atrás dos meus direitos de consumidora. Quero o perfume certo ou meu dinheiro.",1
38544,Excelente ,5
38546,"Recebi o produto dentro do prazo,veio embalado e não tinha danificados. Porem, a loja targaryen não atualizava o status do pedido nem no App das lojas lannister e nem no site dos correios.",5
38548,E muito bom,5
38549,Muito bom,4
38551,"Gostei muito, está aprovado.
",4
38552,"Embalagem do produto muito arranhada, parecia que tinha caido varias vezes ",4
38560,Recebi antes do esperado produto de ótima qualidade !! Recomendo a quem que economiza e te algo de Boa qualidade e no praso certo.,5
38561,RECOMENDO,5
38567,"Veio o copo errado. A lannister vendeu como
Copo de 470ml e veio copos de 400ml",2
38570,Mesmo em período de carnaval o produto chegou bem antes do prazo máximo.,5
38573,"Entrega fora do prazo, além da previsão para o início do próximo mês a entrega se deu com menos de uma semana, parabéns!",3
38576,"Mandaram apenas a nota fiscal do produto sem a mercadoria, por isso não recomendo",1
38581,"
",5
38585,mandei por e-mail a informação de que recebi a voltagem errada e NINGUÉM ME DEU RETORNO. Inclusive enviei um numero de celular mas infelizmente a empresa não retornou.,1
38586,"Como sugestão deveria constar mais especificação do produto.
Deveria conter juntamente co o produto o manual de instalação.",3
38587,É lamentável. Nenhum comunicado sobre o motivo de tanta demora,1
38588,Não apto para avaliar a loja,3
38591,Entrega antes do prazo,5
38592,Me veja por que só uma unidade chegou??,1
38595,"Recebi apenas um kit e fiz a compra de 2 kits.
Aguardando retorno da loja.",3
38601,Gostei muito do produto e do tempo de entrega super rapido,5
38602,Entrega dentro do prazo. Tudo correto,4
38604,"Gostei muito!
",5
38605,Showw,5
38608,muito bom,5
38609,"E a primeira vez que compro nas lojas lannister pela internet. Fiquei satisfeito, pois o produto chegou em perfeitas condições e no prazo mais rápido do que o prometido. Parabéns a todos os colab.!!",4
38614,"Otima compra chegou rapido, mesmo o correio sendo muito ruim",5
38616,"Parabéns, eu gosto muito das LOJAS lannister e principalmente da lannister.com onde a gente pode comprar pela internet e buscar na loja mais próxima.",5
38617,Tudo como combinado.,5
38618,Entregou em um dia!!!,5
38620,qualidade boa,5
38621,"muito bem atendido, produto entregue antes do prazo, valeu!.",5
38625,Chegou no prazo.,4
38640,"Comprei um produto, progressiva all time.
no valor de 199,00 mas me mandaram o produto da edição especial que no site está no valor de 51,90.
Isto não é justo. Espero que seja ressarcido a diferença",1
38641,Gostaria de receber o produto. Ainda não recebi.,3
38644,Amo comprar no baratheon.... Vcs são mil,5
38648,Produto de qualidade...,5
38650,Produto entregue muito antes do prazo.,5
38652,bom,4
38653,"Faltam 3 lustres de minha compra, veio apenas uma unidade. Como proceder?",1
38657,"estou muito satisfeita, parabens a toda equipe",1
38663,Infelizmente a informação principal em relação ao produto não se encontra de forma clara na pagina das lannister .. comprei uma maquina para extrair oleo com voltagem 220. Vou devolver!,3
38666,Muito bom...,5
38669,"Bom produto, só achei muito longo o prazo de entrega (quase um mês).",3
38671,"Produto conforme a imagem ilustrativa, super lindo.",4
38677,Ainda não usei .mais a loja está de parabéns entrega antes do prazo ,5
38681,"O produto não é o mesmo da foto porém com mesma potência, valor do frete alto parece preço de Sedex, mas demorou mais de 10 dias, além da demora p/ postar. Não recomendo a targaryen",2
38682,ótimo prduto,5
38684,Eu comprei 2 perfumes e veio apenas um! Quero o estorno do meu dinheiro!,1
38687,"Nunca mais compro nada por esse site sendo o msm vendido e entregue por um ospedeiro
",1
38689,Adoro compra nessa loja super recomendo,5
38693,Fragrância maravilhosa! ,5
38695,"Minha compra é linda, amei minhas canecas",5
38701,"Pelo rastreio do produto chego a conclusão de que o problema está junto aos correios, pois eu consigo ver a saida do produto só que o segundo prazo de entrega que era 10/04 também não foi 
 cumprido.",3
38704,Ja recebi outras mercadorias e esse lençol ñ veio.,1
38705,"A Loja tinha um óculos constando como disponível. Após efetuar a compra, recebi e-mail de que não havia mais o produto. Tive que trocar por outro parecido... fora o transtorno com as lannister...",3
38706,excelente serviço.,5
38708,"MERCADORIA CERTA, NO PRAZO E INFOMRTIVA",5
38711,"Meu pedido era de 2 cortinas, porém recebi apenas 1. Quando receberei a outra?",1
38712,Satisfeito com o meu produto e tb entregue dentro do prazo. ,4
38715,"Tapete muito fino e leve, ainda não usei não sei se é bom",3
38717,"Produto atendeu minhas espectativas, com vários compartimentos onde posso distribuir meus cartões, dinheiros e moedas. Recomendo a vendedora por mais detalhes do produto.",4
38718,bom produto,5
38719,RECEBI MUITO ANTES DO PREVISTO,5
38720,Gostei muito do site recomendo entrega dentro do prazo c responsabilidade ,5
38724,Achei o material do tapete muito fino e frágil. Espero que resista ao uso normal.,3
38728,"A garrafa foi entregue , só falta o fone bluetooth ",2
38732,"Muito eficiente. Infelizmente, nao se tem muita nocao do produto divido a poucas fotos do mesmo e quase nenhuma informacao sobre o mesmo. Mas a entrega foi eficiente e eu recebi o que comprei.",3
38733,Apesar da na descrição do produto dizer que é compatível a capa não serviu corretamente no tab E 7.0 T113. Ficou torta e não para em pé. Acabei não trocando porque meu filho a quis mesmo assim.,2
38734,atende o que promete tipo pelo valor ta dentro do que promete,5
38735,"Gostei muito,só achei q é muito pequeno.
São quadrados de 30cm e não de 45 cm",4
38736,"O produto foi entregue no prazo correto, porém com a quantidade abaixo do comprado. Comprei um whey 2kg, entregaram um whey de 1,3kg.",1
38737,sem opiniao ainda nao recebi ,1
38740,nao tenho como avaliar ja que ainda nao recebi,1
38741,Super funciona,5
38742,Entrega recebida em menos de uma semana ,5
38744,"Vendedor correto, produto entregue com agilidade.",5
38749,Produto muito ruim.,1
38754,ATÉ AGORA NÃO TENHO NADA A RECLAMAR,3
38756,Entrega rápida e eficiente! Produto bem embalado.. super recomendo! ,5
38760,Produto paraguai muito fulero joguei no lixo,1
38762,pedi 2 objetos e chegaram em dias diferentes,5
38764,"Entrega antes do prazo, produto de alta qualidade.",5
38770,gostei muito chegou antes do prazo estabelecido,5
38782,"N veio embalado corretamente, produto com aparência de usado, muita demora na entrega, n recomendo!",1
38785,"O produto foi enviado rapidamente, e os correios milagrosamente entregaram rápido. A caixa veio com leves amassados e arranhões, mas nada que tenha chegado ao produto.",4
38786,Bom!!,5
38790,"Adorei, chegou super rápido. Perfeito",1
38796,"confortável, e ainda é muito bonito , material muito bom",5
38797,produto entregue antes do prazo!!!,5
38802,otima,5
38805,"vendedor confiavel, o pedido chegou no prazo certo, eu recomendo.",4
38806,"Porém o Correios abriram a caixa ou por algum peso em cima acabou abrindo a ,mas foi tranquilo e tudo como no anúncio de venda ! Apenas a loja caprichar mas na embalagem ",5
38810,Falta de compromisso com o cliente. O meu produto nunca chegou apesar das minhas reclamações.,1
38813,Bem rápido e tudo ok,5
38814,Recomendo tudo certo com a entrega e o produto.,5
38816,Excelente ,5
38818,Nao veio o espeto,1
38820,Não me canso de elogiar asbcmoradnque faço na lannister,5
38821,comprei 127v e recebi 220v e agora é uma novela para trocar!,1
38824,Estou aguardando o estorno do valor.,1
38825,Pedido entregue bem antes do cobinado obrigado parabens,5
38826,Produto chegou e é muito bom!!!,5
38829,Foi feito o pedido e muito tempo depois da aprovação do pagamento meu pedido foi cancelado por falta de estoque e fui reembolsado mas eu queria o ventilador ,1
38832,bom produto,5
38833,Excelente,5
38837,Chegou tudo certinho... antes do prazo de entrega.,5
38839,"Não fui comunicado do motivo da demora da entrega, nem fui informado se irei receber o produto",1
38841,Pedido já tinha um longo prazo para entrega e ainda atrasa. Produto não recebido ainda.,1
38842,Excelente,4
38847,Produto entregue antes do prazo e tudo de acordo com o que pedi.,5
38848,"Surpreendi-me com o produto. Achei que seria bem mais frágil, todavia tem desempenhado muito bem a função. Compraria outro. ",5
38850,"Até o momento nao recebi o meu produto, fala que está disponível nos correios e nada.da compra que fiz em novembro só recebi dois produtos, uma cocha e uma saia para cama box.",1
38852,"Produto de boa qualidade, mas a pelicula nao pega a tela toda e isso me incomodou um pouco. Mas no geral muito bom o Kit.",4
38853,"produto bonito, muito bom.",4
38855,"A máquina de tosa é muito boa tem um ótimo corte tem que tomar muito cuidado,pra não cortar o cachorro e pelo preço ela é perfeita gostei muito ..",5
38858,Chegou até antes do prazo.,5
38867,"chegou rapido,mas porem chegou amassado o produto,deve ter caido em algum lugar no trajeto da viagem!",3
38869,"Mais responsabilidade com os clientes quanto origem do produto,qualidade,certeza de que o produto entregue é de acordo com o pedido ",1
38870,"Até o momento não recebi o produto , não entraram em contato para falar o q houve",1
38871,ainda não recebi o produto e ja consta como entreque ,2
38872,Não fiquei muito satisfeito pois demorou muito ,1
38873,"Entrega rápida, a qualidade da granola não é tao boa.",4
38874,Nem sei o que dizer!!!,1
38876,Produto bom,5
38877,ainda nao recebi o produto... e agora como faço para reter meu dinheiro? ,1
38878,Chegou tudo certo.,5
38880,Muito obrigado por entregar meu produto nota 10,5
38883,"O tecido nao é impermeavel molha
",1
38884,"Ela é bem feita toda ela,mais e muito pequena parece ate de enfeita.",3
38888,"Eu fiz o cancelamento desse produto e pedi o ressarcimento do valor, porém não me estornarão ",1
38894,Rever a política de entrega ,1
38898,Um produto não entregue...,1
38901,MUITO BOM. ,5
38905,"Ta, de rosca, não chega",1
38907,"EFETIVEI A COMPRA DE 3 UNIDADES DO PRODUTO, PORÉM SÓ RECEBI 1 UNIDADE.",2
38908,Achei apenas que o acabamento da peça podia ser melhor.,4
38909,"Muito bom Chegou bem antes do prazo, ",4
38912,"Produto entregue após divergencias com o correio, favor desconsiderar primeira avaliação, obrigado.
Recomendo a targaryen e lannister com certeza.",5
38916,Comprei dois tapetes laváveis para cães São Pet me entregaram 1 (um) e na cor diferente comprei azul entregaram rosa.,1
38919,Ótimo produto,5
38920,Recebi o produto antes da data estipulada porem as tampas vieram quebradas como se não suportasse o produto dentro da embalagem (embalagem pequena).,4
38921,não tenho opinião,5
38925,"estou aguardando o número do código do correio para reenviar o produto para troca. este assunto já foi tratado por telefone, e segundo me informaram em 2 dias receberia este número e a 4 dias esper o",4
38930,Vou testar o produto.,5
38931,Sem comentários!!! Ótimo serviço ameiiiiiiii.,3
38934,"ótimo produto e entrega feita dentro do prazo.
",5
38941,Pessima entrega demora um século pra entregar ,1
38942,Tudo ok,3
38945,"Minha primeira compra na stark, adorei, recebi exatamente o que havia idealizado e antes do prazo previsto. Recomendo!!!",5
38947,"Entrega de produto errado, comprei tapete para carro Ettios Rech modelo 2017, veio modelo Corolla",2
38948,Lindo amei...veio tudo certinho...precisa melhorar somente o acompanhamento da entrega online..,5
38950,Produto enviado conforme o prazo e perfeito como na descrição ^_^,5
38951,Recomendo ficou top de linha empresa seria tb..,5
38952,"Excelente produto e entrega super rápida.
Recomendo com certeza.",5
38953,Tudo ótimo!!,5
38957,"Gostei muito, é linda essa bíblia e de facil entendimento.",5
38958,recebido antes do prazo,5
38960,aguardo solucionar a entrega errada,1
38969,esta lojas lannister e muito correta com os seus compradores,5
38970,Entrega no prazo combinado. ,5
38972,Bom atendimento,4
38975,"Gostei muito da compra, chegou bem rápido!",5
38979,"Podia melhorar apenas o tempo de entrega.
Recebi no tempo previsto, mais poderia ter menor prazo.
Recebi o produto como especificado. 
Recomendo sim.
",3
38984,Adorei comprar cm vcs.recomendo.,5
38989,"Comprei dois livros, mas só me entregaram um, e com a nota fiscal dos dois!",1
38990,"A cor dos cavaletes não vieram iguais aos da foto , a cor do produto era azul claro e foi entregue azul acinzentado , e a madeira também deixou a desejar um pouco pois ela tem algumas rebarbas ",1
38995,Atendeu todas as espectativas..,5
38999,"Entrega antes do previsto.
Uma semana após a compra!
Muito bom!",5
39001,"SÓ TENHO AGRADECER , NADA A RECLAMAR",5
39002,O produto é muito bom,5
39003,A tercerizada me enviou email culpando os correios...,1
39004,boa,4
39006,O produto chegou antes do prazo previsto e veio direitinho.,5
39009,Infelizmente ainda não tive oportunidade para testar o produto. ,5
39016,"Gostei do produto, mas a entrega pelo correio é ruim. Deveria ter entregadores próprios ",3
39019,Entrega super rápida produto de alta qualidade.,5
39020,"A entrega foi um pouco demorada. Nada a reclamar das lannister. O produto, no entanto, é fraco, metal muito leve, não dando firmeza como porta-toalha.",2
39022,Muito bom chegou antes da data prevista ,5
39023,Ótimo produto! Resistente e a pegada é confortável ,5
39025,"Gostei muito chegou certinho.
Obrigada.",5
39029,Demora e pouca em formação poderia pelo menos liga Mara gmail explica porque está demorando minha filha já está triste pensando que eu menti pra ele e eu estou agoniada espero que me respondam em brev,1
39031,Comprarei sempre,5
39033,"tudo muito bom, entregou antes do prazo.",5
39034,RECOMENDO,4
39038,"Parabéns pelo trabalho, o produto foi entregue corretamente e ainda antes do prazo.
",4
39047,chegou tudo certo chegou no prazo ou melhor chegou antes do prazo,5
39053,"O produto comprado veio totalmente diferente e com qualidade inferior ao da foto. A mochila não é toda azul/preto como na imagem, veio azul/vermelho. Não recomendo o material de fabricação é péssimo.",1
39055,"Recibi o produto antes do prazo, veio conforme o pedido e gosdei muito.
Parabens pela seriedade
Obrigado",5
39060,"Gostaria de saber o fazer, pois a caixinha de som veio sem a bateria, na caixa diz que vem, porém não veio e não tem como ligar ela?
Caixa muito pequena, o site não disponibiliza essas informações",1
39063,Muito boa a loja. Parabéns.,4
39066,Entrega bem rapida recebi antes do prazo. ,4
39067,"Produto ótimo, estou muito satisfeito",5
39070,"Recebi o recado que não viria o brinquedo ,quero meu dinheiro restituido",4
39071,"Satisfeita com o produto,obrigada!",5
39073,"Produto nao é inox, ja veio descascando. A altura da torneira é boa.",3
39075,Chegou de boa.,5
39077,"Entregou antes da data, e o produto bem embalado.super recomendo.",5
39080,"GOSTEI, É DE QUALIDADE.",5
39081,Aguardando retorno e esclarecimentos sobre o ocorrido.,1
39082,"o produto veio com um defeito, uma mancha que não sai. não tenho tempo de mandar devolver e receber um novo.",1
39085,"A loja é muito boa, nunca tive problema, só agora comprei um produto é recebi outro parecido mais acho que vão resolver o meu problema, pelo a competência que aloja tem.
",5
39086,"Produto muito bom, boa qualidade tecido grosso gostei e a entrega foi bem antes do prazo muito satisfeita.",5
39091,"Vale apena, estou satisfeito, recomendo",5
39092,amei ,5
39093,Logística excelente,5
39100,"Muito bom, muito confortável para dormir.",5
39101,100% algodão de qualidade,5
39102,Ótimo produto,5
39103,recomendo,3
39106,Chegou bem rápido,4
39107,"Gostei muito, a compra foi simples e a entrega muito rápida",5
39111,Feliz com o produto. Entrega rápida e antes do prazo. Recomendo.,5
39113,comprei 2 pneus mais foi entregue apenas 1 no dia 10/06/17 e na nota da mercadoria constava os 2 agora tenho q esperar ate o dia 12/06 pra abrir reclamação ja q o site não disponibiliza esse tipo de s,1
39117,é a targaryen fez a entrega na data prevista gostei ..,5
39118,Estou aguardando ,2
39121,"No site a mercadoria vinha junto estojo, mas este não veio.",3
39122,Comprei o relógio no dia 19/06 é o mesmo foi entregue no dia 21/06. Extremamente rapido!!,5
39124,"Irei comprar mais vezes, o produto chegou antes do previsto. ",5
39129,"Chegou rapidíssimo. Adorei o produto. A única coisa que achei ruim, porém sem um conceito totalmente formado, é sobre a duração da bateria. Fora isso perfeito. A imagem super nítida.",5
39132,Entrega no prazo e produto dentro do esperado.,5
39135,"O tecido deveria ser um pouco mais encorpado, grosso, resistente, visto que se trata de finalidade industrial. Após lavar e retirada a goma, ele terá a textura alterada e ficará mais fino do que já é.",3
39137,Tudo certo. Antes do prazo. Recomendo.,3
39138,👍🏻,5
39139,Super recomendoooo,5
39140,bom,5
39141,Ótima mercadoria.entrega bem antes do prazo.,5
39145,Produto bom,5
39146,O produto é original e a entrega foi bem rápida. Ótimo custo-benefício.,5
39147,"Atendeu às expectativas. Belo jogo de xadrez, com excelente acabamento nas peças e tabuleiro. Tamanho nem grande, nem pequeno, ideal para transportar.",5
39155,A lannister precisa melhorar a qualidade da entrega,1
39157,"Chegou a nota fiscal, o bebê conforto e a base .. falta meu carrinho",2
39161,"Sempre comprei na lannister, porém, não recebi meus produtos em tempo hábil.",1
39164,estou aguardando o recebimento do produto,1
39173,"Tudo certo, produto muito bom ",4
39174,So foi entregue 1 e foi comprado 2,1
39175,Entrega realizada bem antes do prazo ,5
39177,Não recebi o produto nem retorno do questionamento sobre o mesmo...,1
39178,Produto entregue conforme descrito e antes do prazo previsto . ,5
39179,Entrega no prazo o produto é ótimo. Super indico???,5
39181,"o produto foi entregue,mas demorou muito.",1
39185,Cancelei o pedido. ,1
39188,"Recebi o produto, estou de férias e respondi pois não paro de receber emails da baratheon para que faça a avaliação.",4
39192,"Recebi 01 un. dia 19/02 com a NF informando que tinha 02 unidades. Enviei uma reclamação para a lannister, foi muito desagradável. No dia 20 recebi o restante, levei um susto por falta de informação.",3
39195,"Gostei de comprar nessa loja o preço é justo 
",4
39197,"Não é o mesmo produto da foto, mais não é ruim.",4
39198,Entregue antes do previsto super recomendo ,5
39200,TOP 10,5
39201,"Não recebi meu produto, nem sequer alguma satisfaça. Tive que ir atrás pra saber o que havia acontecido. ",1
39211,Não recebi o produto ainda e não consegui entrar em contato com vcs .,3
39213,Bom atendimento ,5
39214,Faltou peças e muito mau explicado a montagem e muito difícil de entender!,1
39218,"Um dos itens da compra foi cancelado sem que eu pedisse. Foi dito que eu solicitei o cancelamento, mas isso não ocorreu. Não fui ainda informado do por quê desse cancelamento.",1
39219,"Mandaram produto errado.
Demoraram de responder meu comunicado. Só responderam quando falei que denunciaria no Procon e Reclame Aqui.
Quero meu $ de volta o quanto antes pelo transtorno causado.",1
39221,"O produto chegou em perfeito estado. Porem, demorou bem mais que os outros sites concorrentes",4
39231,"Comprei essa cadeira, mas como eu pude montar a mesma apenas 2 semanas depois, acabei perdendo o prazo de troca. Agora vou ter q ficar com uma cadeira que manca e que me trouxe prejuízo. Não recomendo",1
39233,Não recebi ,1
39235,"Interponde entrega foi bem grande e mesmo assim nanotecnologia o produto.
Estou acompanhando e ainda nem chegou no Rio.",1
39244,Produto entregue rapidamente e corretamente!! Muito satisfeita com a compra Obrigada!,5
39246,"Tudo ok ,entregue antes do prazo!",5
39247,"Produto entregue muito antes do prazo, perfeito recomendo a todos , sempre comprei nas lannister. Com sempre chegou antes do prazo",5
39249,"Daria 5 estrelas se a entrega de ambos os produtos fossem juntos! Mas entendo ser entregue por fornecedores diferente! 
Satisfeita ",4
39254,"meu produto foi cancelado sem nenhuma explicação, não recomendo esta loja, total falta de respeito e compromisso ",1
39255,"Estava muito ansiosa pelo produto. Expectativa alta, mas quando chegou, o produto não era como esperava. Ai tudo bem, mas o pior eh q as travas das alças não fixavam, e sempre escorregava. ",2
39257,"Passou muito do prazo, uma falta de consideração!!!",1
39258,Veio com a alça do relógio quebrada,5
39261,Muito bom chegou antes do previsto,5
39262,Chegou em 5 dias... super rápido! ,5
39264,to esperando o produto desde a semana passada e nada de chegar,1
39266,O produto é excelente,5
39267,"entregou em apenas 24 horas, show. produto igual a descrição. ",5
39270,Entregaram somente a lancheira ,5
39272,Entrega muito mais rápida que o previsto e produto funcionando perfeitamente!,5
39274,bom,5
39282,"Produto chegou em perfeito estado antes do prazo! 
A impressão do painel é um pouco fraca, diferente da foto. 
Os displays são iguais da foto. 
Tirando o painel um pouco embaçado eu indico. ",3
39283,O produto não funcionou,5
39284,"Comprei dois produtos, o primeiro chegou certinho e o segundo, devido a greve dos caminhoneiros ainda não chegou.",4
39286,"Recebi o produto rapidamente, sendo que mercadoria tem uma qualidade boa. ",5
39288,Muito satisfeita,5
39290,"Produto ótimo, entregue varios dias antes do prazo",5
39291,excelente procuto,5
39293,"A loja entregou antes do prazo, gostei sim e recomendo..",5
39294,Meu sedex foi entregue aqui na empresa dia18 junho SIM,1
39295,"Excelente transação o produto chegou mais de 10 dias antes do prazo, intacto, perfeito, com instruções de uso. Super recomendo. ",5
39299,"Deveria ser entregue todos os produtos de uma só vez, afinal já foi cobrado dois frete, que acho errado isso ,mas minha opinião prá ficar melhor e essa.",5
39300,"Produto conforme o descrito e a foto, porém entregue fora do prazo estipulado por problemas no correio ",4
39301,Adorei!,5
39303,já está com quase um mês que fiz o pedido e o produto ainda não chegou.,1
39308,"Ficou pequeno para meu sofá, mas acredito que fui eu quem não soube medir.😔 Não sei se foi entregueno prazo correto.",1
39309,o produto só foi entregue bem fora do prazo.,1
39311,Produto de qualidade muito bom !,5
39314,"Recebi um produto de dois, o pedido era uma caixa de transporte e um cobertor....só recebi a caixa, mas o cobertor não ",3
39317,Muito bom.,5
39321,Nossa chegou muito rápido. ,5
39329,Compra sem problemas sendo que comprei o celular bem antes até o momento não chegou e tanto a capa quanto a película estão sem utilida de. ,3
39330,Nota 10,5
39333,Foi tudo ok,3
39336,A compra chegou muito rapido,5
39337,"A entrega até o presente não ocorreu e já abri chamado no reclame aqui e ninguém me retorna ao meu ver uma grande falta de respeito com o cliente .
Aguardo retorno urgente ",1
39339,Não recebi o produto nem satisfação da empresa quanto ao ocorrido. ,1
39340,COMPREI VARIOS LUSTRES E TIVEUM PROBLEMINHA C ESSE Q TIVE Q IR RETIRAR NO CORREIO PQ A CAIXA ESTAVA VIOLADA NAO VEIO NOTA NEM MANUAL COMO OS OUTROS VIERAM DEIXOU A DESEJAR E M DEU O TRABALHO D IR LA,3
39343,Veio número errado veio cor errada nao recomendo gostaria de compra mais nao confio no vendedor,1
39344,adorei pano muito bom,5
39345,"As vezes acesso o site de uma determinada loja, seleciono o produto e vejo que não é vendido por aquela loja, desistindo da compra. Mas é por parceiros como este que não mais farei isso. Recomendo.",5
39346,ÓTIMO PRODUTO....SUPER RECOMENDO .,5
39349,tudo correto. sem reclamações.,5
39351,Gostei bastante,3
39354,Excelente compra!,5
39362,"Recebi o produto mas não consegui ve-lo ainda
",4
39366,Ótima loja ,5
39369,Aguardando.,5
39371,Muito satisfeita com a compra e com a empresa!,5
39373,Ótima compra e bom vendedor.Levou um tempo maior do que esperava para receber mas ainda dentro do prazo legal.,4
39374,Bom produto.,5
39376,"Gostaria de saber se o produto que está escrito anti frizz é o mesmo que reduz o volume ou seja a química de alisamento?
Aguardo breve retorno",3
39377,O produto foi entregue em tempo mas ao tirar do pacote e abrir quebrou.,3
39379,Chegou no prazo.,5
39382,"Satisfeita com minha compra, chegou no prazo e o pendente é lindo",5
39385,Produto não entregue após o prazo de 16 dias úteis avisaram que não vão entregar. Que não tem estoque do produto.,1
39386,"Só chegou a mochila, estou aguardando a lancheira... Depois poderei avaliar adequadamente... Quando chegar a lancheira dou mais estrelas.",1
39387,"Recebi o produto antes do prazo, era o que esperava ficou muito lindo na minha mesa de jantar.",5
39394,"Parabéns,eu estava procurando um site seguro pra fazer minhas compras e achei, muito bom atendimento . 

",5
39395,"Comprei uma mala e na descrição do produto constava que ela teria 16 cm de profundidade. Mas, na realidade a mala tem quase 20 cm. Apesar da diferença ser pequena, penso que fui enganado.",4
39396,Frigideira muito boa !! Digna da culinária mineira !!! Melhor estado do País com pessoas excelentes !!!Pode comprar !!!,5
39398,Ótima loja ,4
39402,Realmente é uma meia de qualidade. ,5
39404,"Vale a pena pelo preço, agora vamos testar pra ver se é bom.",4
39407,Demorou um pouco pra atualizar as informações no site fora isso a compra foi tranquila e o produto entregue no prazo.,4
39411,"Perfeito em todos os aspectos.
Muito satisfeita.",5
39413,Recebi corretamente e no prazo,5
39414,O stark com sua equipe está excedendo as expectativas.Parabéns.,5
39417,Amei,5
39419,"Amo comprar no baratheon, sempre recebemos os produtos antes do prazo da entrega. As ofertas cabe em nossos bolsos. ",4
39420,"O produto ainda não foi entregue, mas a empresa mandou uma carta se desculpando, com um produto de brinde, e informou que o meu pedido será entregue na próxima semana. Parabéns pela iniciativa. ",5
39423,gostei demais,5
39426,Produto bom ,5
39432,preço bom mas veio com defeito,3
39433,bem servido,4
39437,Lojas lannister é para mim até agora a melhor.,5
39441,produto dentro do que esperava alem da entrega ter chegado antes do prezo previsto.,5
39444,Recomendo esse fornecedor,5
39445,"Excelente produto, entrega antes do esperado",5
39448,"produto diferente da foto anunciada e entrega feita de maneira ridícula, sem proteção o produto ficava solto dentro da caixa. Parece que nem trabalham no ramo kkkk amadores.",1
39449,"O produto chegou certinho e dentro do prazo, tudo como esperado",5
39452,"Possui uma ótima qualidade, porém seu cabeamento é frágil mas eu recomendaria sim pois é muito bom!! ",5
39454,"Recebi o produto dentro do prazo, com todos os itens e em perfeito estado. ",5
39456,"Veio faltando o puxador. 
",3
39458,Aguardando a retirada e entrega do produto correto. Indignada!o O consumidor comprar o item tamanho CASAL E VOCES mandarem no tamanho QUENN. Nota fiscal um tamanho e produto outro. Cade a conferência?,1
39462,"São de boa qualidade! O acabamento e otimo! São lindas, o tamanho e perfeito tou muito satisfeita com o produto!.",5
39465,"A loja entregou rapidamente, bem embalado. Recomendo a loja, mas não o produto.",2
39467,Eu gostei muito. Estou muito satisfeita,5
39470,"Tudo certo. Entrega no prazo, produto de qualidade. Embalagem sem violação. Excelente! 
",5
39472,quero meu produto,1
39473,Sempre compro na lannister e nunca tive problemas. Entrega sempre antes do prazo.,5
39474,Muito bom o produto recomendo.,4
39478,Entregou no prazo combinado.,3
39480,Amei e super recomendo,5
39486,Tudo dentro do esperado!,5
39488,Chegou certinho.,5
39490,Ótimo produto entrega antes do prazo,5
39492,Ele é super bonito sem dúvidas eu recomendo pois adorei o pendente e ele é bem grande!,4
39495,Essa máscara é excelente e deixa o cabelo muito macio.,5
39497,O mobile é muito bem feito! Adorei,5
39498,"não respondem a e-mails, houve problema na entrega e nem deram muita satisfação nem importancia",2
39499,Produto excelente. Muito melhor do que eu esperava. Chegou antes do prazo e tudo certo.,5
39502,Entrega super rápida e produto conforme a descrição.,5
39503,sem avaliação. não recebemos o produto,1
39504,"O produto funciona bem, é um pouco duro os botões , demorou a entrega por ser final de ano, mas já comprei outros produtos e a entrega é qualidade são bons.",4
39505,"Relógio lindo, entregue antes do prazo!",5
39508,muito bom,5
39510,Tudo maravilhoso,5
39511,"Tudo certinho, chegou no prazo.",4
39515,"Tirando o atraso, gostei muito do produto.",4
39516,Não recebi ,1
39517,Ainda não recebi minha mercadoria está parada na unidade de tratamento de Cajamar SP desde o dia 06/03/2018 como devo proceder?,1
39520,mt bom,5
39521,Tudo nas metragens e como vem na descrição muito bom produto.. e as cores são bem realistas com as que vem nas fotos do produto,5
39522,"Entrega super rápida, veio bem antes do prazo estipulado! O produto é maravilhoso, atendeu todas as nossas expectativas e foi super aprovado pelo baby! Valeu!",5
39523,Recomendo ,5
